Clave,Nombre,"Población de 6 y más años por condición para leer y escribir, y sexo",Población de 5 y más años por condición de asistencia escolar y sexo,Población de 5 y más años por nivel de escolaridad y sexo,Población de 18 y más años con nivel profesional,Población de 18 y más años con posgrado,Grado promedio de escolaridad de la población de 15 y más años,Población de 5 y más años por condición de habla indígena,"Población de 6 y más años por condición para leer y escribir, y sexo",Población de 5 y más años por condición de asistencia escolar y sexo,Población de 5 y más años por nivel de escolaridad y sexo,Población de 18 y más años con nivel profesional,Población de 18 y más años con posgrado,Grado promedio de escolaridad de la población de 15 y más años,Población de 5 y más años por condición de habla indígena
20168,San José Estancia Grande,827,859,859,23,1,5.4,859,867,885,885,24,2,5.7,885
20169,San José Independencia,3180,3269,3269,19,1,4.4,3269,3191,3274,3274,23,3,4.9,3274
20170,San José Lachiguiri,2944,3062,3062,6,1,3.4,3062,3356,3461,3461,7,1,3.7,3461
20171,San José Tenango,15489,15917,15917,78,2,3.4,15917,15913,16380,16380,113,6,4,16380
20172,San Juan Achiutla,377,385,385,5,0,5.5,385,414,416,416,8,0,6.3,416
20173,San Juan Atepec,1157,1185,1185,6,0,5.2,1185,1364,1389,1389,6,2,5.8,1389
20174,Ánimas Trujano,2750,2816,2816,343,5,8.8,2816,3330,3417,3417,486,12,9.3,3417
20175,San Juan Bautista Atatlahuca,1222,1252,1252,2,0,4.7,1252,1562,1593,1593,4,0,5.5,1593
20176,San Juan Bautista Coixtlahuaca,2507,2585,2585,45,1,5.8,2585,2480,2528,2528,37,1,6,2528
20177,San Juan Bautista Cuicatlán,7984,8161,8161,173,4,5.9,8161,8392,8592,8592,242,16,6.4,8592
20178,San Juan Bautista Guelache,4247,4360,4360,521,17,9.1,4360,5498,5623,5623,799,30,9.5,5623
20179,San Juan Bautista Jayacatlán,1091,1121,1121,4,0,5.3,1121,1292,1323,1323,11,0,5.6,1323
20180,San Juan Bautista Lo de Soto,1916,1965,1965,57,11,5.8,1965,2069,2117,2117,87,5,6.4,2117
20181,San Juan Bautista Suchitepec,380,386,386,5,0,4.7,386,392,394,394,5,0,4.8,394
20182,San Juan Bautista Tlacoatzintepec,1856,1921,1921,2,0,4,1921,1986,2053,2053,8,3,4.7,2053
20183,San Juan Bautista Tlachichilco,1207,1241,1241,6,0,4.6,1241,1246,1280,1280,12,1,4.9,1280
20184,San Juan Bautista Tuxtepec,124728,127897,127897,10367,370,7.5,127897,137415,140480,140480,13809,840,8.1,140480
20185,San Juan Cacahuatepec,7079,7283,7283,479,24,6.8,7283,7652,7832,7832,489,46,7.4,7832
20186,San Juan Cieneguilla,492,509,509,13,1,4.9,509,548,557,557,15,1,5.2,557
20187,San Juan Coatzóspam,1785,1820,1820,7,0,4,1820,2274,2316,2316,16,1,5,2316
20188,San Juan Colorado,7395,7606,7606,76,2,4.8,7606,8158,8399,8399,113,4,5.6,8399
20189,San Juan Comaltepec,1982,2048,2048,0,0,4.3,2048,2131,2192,2192,8,0,5,2192
20190,San Juan Cotzocón,19572,20077,20077,358,5,5.1,20077,19770,20210,20210,518,21,5.8,20210
20191,San Juan Chicomezúchil,274,274,274,7,0,6.1,274,289,290,290,10,0,6.6,290
20192,San Juan Chilateca,1201,1218,1218,109,2,8.1,1218,1326,1347,1347,135,9,8.6,1347
20193,San Juan del Estado,1939,1983,1983,81,1,6.1,1983,2257,2303,2303,110,2,6.8,2303
20194,San Juan del Río,1097,1118,1118,2,0,4.5,1118,1148,1161,1161,4,0,4.8,1161
20195,San Juan Diuxi,1164,1186,1186,2,0,3.4,1186,1145,1168,1168,4,0,3.7,1168
20196,San Juan Evangelista Analco,369,378,378,3,0,5.8,378,371,374,374,9,0,6.5,374
20197,San Juan Guelavía,2686,2724,2724,43,0,5.2,2724,2695,2748,2748,64,2,5.6,2748
20198,San Juan Guichicovi,24596,25146,25146,366,6,4,25146,25331,25816,25816,493,21,4.6,25816
20199,San Juan Ihualtepec,615,633,633,3,0,3.3,633,618,639,639,4,0,3.9,639
20200,San Juan Juquila Mixes,3162,3269,3269,18,3,3.7,3269,3464,3544,3544,21,2,4.5,3544
20201,San Juan Juquila Vijanos,1630,1673,1673,6,0,5,1673,1612,1660,1660,6,1,5.5,1660
20202,San Juan Lachao,3342,3449,3449,18,1,4.7,3449,3792,3904,3904,30,5,5.2,3904
20203,San Juan Lachigalla,2791,2885,2885,0,0,4.5,2885,2802,2885,2885,0,0,4.5,2885
20204,San Juan Lajarcia,606,618,618,8,0,6,618,654,663,663,9,0,6.3,663
20205,San Juan Lalana,13878,14358,14358,106,4,4.3,14358,15099,15521,15521,161,6,4.7,15521
20206,San Juan de los Cués,2148,2213,2213,51,2,6.1,2213,2102,2146,2146,85,3,6.4,2146
20207,San Juan Mazatlán,13750,14186,14186,81,0,4.3,14186,14695,15063,15063,140,6,5,15063
20208,San Juan Mixtepec -Dto. 08 -,6754,6886,6886,105,2,4.1,6886,7012,7122,7122,161,8,4.8,7122
20209,San Juan Mixtepec -Dto. 26 -,829,844,844,1,0,4.4,844,653,665,665,2,0,4.1,665
20210,San Juan Ñumí,5187,5296,5296,6,1,4.8,5296,5856,5996,5996,23,1,5.7,5996
20211,San Juan Ozolotepec,2293,2375,2375,0,0,4,2375,2650,2746,2746,1,0,4.4,2746
20212,San Juan Petlapa,2256,2330,2330,3,0,3.4,2330,2339,2422,2422,7,0,4.1,2422
20213,San Juan Quiahije,3428,3559,3559,9,0,4.1,3559,3071,3170,3170,21,4,4.7,3170
20214,San Juan Quiotepec,2175,2213,2213,15,0,4.3,2213,2084,2129,2129,21,2,5,2129
20215,San Juan Sayultepec,601,608,608,14,2,7.1,608,673,686,686,36,2,7.7,686
20216,San Juan Tabaá,953,984,984,9,0,5.8,984,1199,1225,1225,25,0,6.6,1225
20217,San Juan Tamazola,2735,2814,2814,8,0,5.2,2814,2985,3060,3060,4,0,5.6,3060
20218,San Juan Teita,461,472,472,1,0,4.2,472,537,550,550,4,0,5.2,550
20219,San Juan Teitipac,2331,2378,2378,13,0,4.2,2378,2335,2378,2378,39,2,4.8,2378
20220,San Juan Tepeuxila,2482,2549,2549,7,0,4.9,2549,2445,2495,2495,7,0,5.3,2495
20221,San Juan Teposcolula,1187,1209,1209,16,0,5.7,1209,1148,1173,1173,21,1,6.3,1173
20222,San Juan Yaeé,1321,1355,1355,0,1,5,1355,1351,1388,1388,3,1,5.5,1388
20223,San Juan Yatzona,505,514,514,2,0,5.2,514,396,404,404,2,0,5.3,404
20224,San Juan Yucuita,596,613,613,41,1,6.8,613,631,638,638,33,2,7.1,638
20225,San Lorenzo,4965,5108,5108,41,0,4.7,5108,5225,5355,5355,50,4,5.3,5355
20226,San Lorenzo Albarradas,2210,2255,2255,11,0,4.7,2255,2406,2447,2447,5,1,5.2,2447
20227,San Lorenzo Cacaotepec,10077,10281,10281,1066,28,8.8,10281,12076,12350,12350,1445,76,9.3,12350
20228,San Lorenzo Cuaunecuiltitla,619,635,635,5,0,3.1,635,654,678,678,1,0,3.9,678
20229,San Lorenzo Texmelúcan,5006,5211,5211,0,0,3.6,5211,5751,6012,6012,4,0,4.1,6012
20230,San Lorenzo Victoria,858,875,875,4,0,4.7,875,909,933,933,7,0,5,933
20231,San Lucas Camotlán,2110,2180,2180,3,0,4.2,2180,2631,2704,2704,8,0,4.8,2704
20232,San Lucas Ojitlán,17039,17492,17492,172,4,5.4,17492,18600,19135,19135,280,13,5.9,19135
20233,San Lucas Quiaviní,1557,1588,1588,4,0,3.6,1588,1605,1637,1637,3,0,3.8,1637
20234,San Lucas Zoquiápam,6262,6435,6435,43,0,4.1,6435,6506,6693,6693,39,1,4.5,6693
20235,San Luis Amatlán,2950,3031,3031,7,0,3.8,3031,3202,3268,3268,13,0,4.3,3268
20236,San Marcial Ozolotepec,1197,1233,1233,4,0,3.7,1233,1302,1337,1337,3,0,4.3,1337
20237,San Marcos Arteaga,1843,1893,1893,23,0,4.8,1893,1344,1382,1382,14,2,5.6,1382
20238,San Martín de los Cansecos,689,697,697,7,0,5.4,697,725,741,741,17,0,5.9,741
20239,San Martín Huamelúlpam,918,932,932,28,0,6.3,932,953,968,968,37,2,7,968
20240,San Martín Itunyoso,2184,2258,2258,34,0,4.2,2258,2100,2164,2164,19,1,4.6,2164
20241,San Martín Lachilá,888,909,909,8,0,4.7,909,970,990,990,11,1,5.4,990
20242,San Martín Peras,9699,10152,10152,3,0,1.7,10152,9261,9698,9698,13,1,2.5,9698
20243,San Martín Tilcajete,1439,1468,1468,44,2,6.4,1468,1540,1580,1580,73,1,7.1,1580
20244,San Martín Toxpalan,3067,3146,3146,102,0,5.9,3146,3186,3270,3270,84,0,6.4,3270
20245,San Martín Zacatepec,1066,1096,1096,13,0,4.6,1096,1119,1152,1152,7,0,4.8,1152
20246,San Mateo Cajonos,518,531,531,4,0,4.1,531,546,553,553,1,0,5,553
20247,Capulálpam de Méndez,1151,1186,1186,88,1,8.4,1186,1310,1339,1339,95,8,9,1339
20248,San Mateo del Mar,10633,11043,11043,140,0,4.7,11043,12203,12553,12553,244,5,5.5,12553
20249,San Mateo Yoloxochitlán,2713,2795,2795,49,3,5.2,2795,2949,3026,3026,50,5,5.7,3026
20250,San Mateo Etlatongo,966,984,984,6,4,6,984,1059,1074,1074,16,0,6.6,1074
20251,San Mateo Nejápam,975,1000,1000,2,0,3.3,1000,1023,1043,1043,1,0,4.1,1043
20252,San Mateo Peñasco,1496,1534,1534,16,1,4.6,1534,1847,1899,1899,42,1,5.4,1899
20253,San Mateo Piñas,2366,2420,2420,4,1,4.3,2420,1976,2026,2026,10,0,4.5,2026
20254,San Mateo Río Hondo,2438,2494,2494,13,0,4.9,2494,2879,2953,2953,24,0,5.3,2953
20255,San Mateo Sindihui,1667,1712,1712,2,0,5,1712,1843,1878,1878,10,1,4.7,1878
20256,San Mateo Tlapiltepec,198,205,205,2,0,4.4,205,213,216,216,4,0,5.2,216
20257,San Melchor Betaza,832,855,855,1,0,3.8,855,998,1010,1010,2,0,4.1,1010
20258,San Miguel Achiutla,733,747,747,6,2,5.3,747,689,702,702,17,0,5.9,702
20259,San Miguel Ahuehuetitlán,1889,1964,1964,1,0,2.3,1964,2140,2193,2193,2,0,2.8,2193
20260,San Miguel Aloápam,2370,2415,2415,5,1,4.5,2415,2238,2289,2289,13,0,4.9,2289
20261,San Miguel Amatitlán,5012,5182,5182,11,0,4.5,5182,6180,6357,6357,19,1,4.9,6357
20262,San Miguel Amatlán,906,927,927,3,0,5.7,927,935,951,951,4,1,6.1,951
20263,San Miguel Coatlán,2310,2393,2393,0,0,3.9,2393,2924,3016,3016,1,0,4.1,3016
20264,San Miguel Chicahua,1763,1810,1810,11,0,4.9,1810,1962,2011,2011,9,0,5.5,2011
20265,San Miguel Chimalapa,5699,5837,5837,58,0,4.6,5837,5406,5520,5520,122,4,5.5,5520
20266,San Miguel del Puerto,6466,6648,6648,36,3,4.3,6648,7418,7629,7629,60,5,5.1,7629
20267,San Miguel del Río,248,254,254,0,0,5.4,254,262,268,268,1,0,5.8,268
20268,San Miguel Ejutla,688,706,706,3,0,5.5,706,802,822,822,25,0,5.2,822
20269,San Miguel el Grande,2712,2784,2784,145,9,6.7,2784,3708,3784,3784,232,13,7.6,3784
20270,San Miguel Huautla,1104,1131,1131,1,0,4.3,1131,1242,1272,1272,1,0,5.1,1272
20271,San Miguel Mixtepec,1984,2057,2057,4,0,3.4,2057,2698,2805,2805,9,0,4.3,2805
20272,San Miguel Panixtlahuaca,4846,5027,5027,28,1,4.1,5027,5186,5375,5375,44,1,4.6,5375
20273,San Miguel Peras,2626,2696,2696,2,0,4.9,2696,2914,3014,3014,11,2,5.4,3014
20274,San Miguel Piedras,1212,1242,1242,0,0,5.7,1242,1152,1180,1180,1,0,5.9,1180
20275,San Miguel Quetzaltepec,5320,5456,5456,27,1,3.9,5456,6450,6601,6601,41,6,4.4,6601
20276,San Miguel Santa Flor,730,743,743,3,0,2.6,743,730,742,742,0,0,3.1,742
20277,Villa Sola de Vega,10231,10528,10528,91,1,4.6,10528,10970,11226,11226,88,7,5.2,11226
20278,San Miguel Soyaltepec,30230,30996,30996,801,19,5.7,30996,31976,32724,32724,903,37,6,32724
20279,San Miguel Suchixtepec,2357,2426,2426,37,0,5.2,2426,2599,2655,2655,66,2,5.9,2655
20280,Villa Talea de Castro,1992,2028,2028,19,1,5.2,2028,2152,2199,2199,22,0,6.2,2199
20281,San Miguel Tecomatlán,204,208,208,2,0,5.2,208,286,290,290,5,0,6.1,290
20282,San Miguel Tenango,599,616,616,2,0,5.4,616,714,728,728,9,0,6,728
20283,San Miguel Tequixtepec,840,859,859,2,0,5.6,859,929,945,945,3,1,5.8,945
20284,San Miguel Tilquiápam,2886,2994,2994,2,0,3.3,2994,2662,2747,2747,1,0,3.3,2747
20285,San Miguel Tlacamama,2668,2737,2737,53,2,5.6,2737,3003,3063,3063,73,5,6.1,3063
20286,San Miguel Tlacotepec,2907,2964,2964,34,2,4.3,2964,2888,2940,2940,55,6,5,2940
20287,San Miguel Tulancingo,311,314,314,0,0,4.2,314,323,325,325,5,0,4.8,325
20288,San Miguel Yotao,547,565,565,0,0,5.2,565,535,551,551,0,0,5.5,551
20289,San Nicolás,944,955,955,1,0,3.8,955,1021,1045,1045,2,0,4.3,1045
20290,San Nicolás Hidalgo,806,823,823,5,0,4.7,823,882,901,901,17,0,5.3,901
20291,San Pablo Coatlán,3267,3372,3372,6,0,4.8,3372,3581,3686,3686,13,1,5.3,3686
20292,San Pablo Cuatro Venados,1078,1110,1110,0,0,5.2,1110,1166,1211,1211,2,1,5.7,1211
20293,San Pablo Etla,10164,10429,10429,2162,54,10.7,10429,13573,13894,13894,3181,200,11.1,13894
20294,San Pablo Huitzo,5258,5388,5388,488,12,8.1,5388,5640,5749,5749,557,15,8.6,5749
20295,San Pablo Huixtepec,7202,7345,7345,510,21,7,7345,8034,8207,8207,661,54,7.6,8207
20296,San Pablo Macuiltianguis,853,874,874,26,0,5.2,874,856,871,871,18,1,5.6,871
20297,San Pablo Tijaltepec,2129,2213,2213,4,1,5,2213,1808,1854,1854,7,0,5,1854
20298,San Pablo Villa de Mitla,9874,10072,10072,300,11,5.9,10072,10399,10619,10619,396,7,6.3,10619
20299,San Pablo Yaganiza,895,912,912,4,1,4.6,912,979,1001,1001,4,0,5.5,1001
20300,San Pedro Amuzgos,4673,4825,4825,171,2,5.2,4825,5670,5816,5816,129,4,5.8,5816
20301,San Pedro Apóstol,1360,1379,1379,45,4,5.6,1379,1401,1418,1418,81,3,6.4,1418
20302,San Pedro Atoyac,2928,3023,3023,10,1,4.1,3023,3596,3687,3687,31,3,5,3687
20303,San Pedro Cajonos,868,879,879,11,0,5.4,879,1042,1059,1059,4,0,6.1,1059
20304,San Pedro Coxcaltepec Cántaros,783,801,801,1,0,4.9,801,757,773,773,0,0,5.1,773
20305,San Pedro Comitancillo,3485,3537,3537,609,17,8.8,3537,3583,3654,3654,689,32,9.4,3654
20306,San Pedro el Alto,3264,3374,3374,3,0,3.8,3374,3202,3331,3331,4,0,4.2,3331
20307,San Pedro Huamelula,7779,7979,7979,122,0,5.7,7979,8514,8695,8695,238,2,6.4,8695
20308,San Pedro Huilotepec,2383,2426,2426,112,4,6.4,2426,2526,2572,2572,174,2,7.2,2572
20309,San Pedro Ixcatlán,9323,9597,9597,142,1,4.7,9597,8927,9172,9172,197,8,5.4,9172
20310,San Pedro Ixtlahuaca,4583,4700,4700,138,1,6.5,4700,5890,6054,6054,198,7,7,6054
20311,San Pedro Jaltepetongo,250,255,255,0,0,3.8,255,413,419,419,3,1,4.6,419
20312,San Pedro Jicayán,8691,8955,8955,100,0,5.1,8955,10042,10303,10303,133,7,5.8,10303
20313,San Pedro Jocotipac,752,767,767,3,0,4.2,767,782,792,792,1,0,4.6,792
20314,San Pedro Juchatengo,1417,1441,1441,10,1,5.3,1441,1507,1536,1536,18,0,5.9,1536
20315,San Pedro Mártir,1580,1610,1610,12,0,4.9,1610,1484,1518,1518,19,0,5.3,1518
20316,San Pedro Mártir Quiechapa,628,646,646,4,0,5.8,646,670,687,687,8,0,6.1,687
20317,San Pedro Mártir Yucuxaco,1119,1146,1146,11,0,5.4,1146,1233,1276,1276,9,0,5.9,1276
20318,San Pedro Mixtepec -Dto. 22 -,28904,29661,29661,1587,66,6.8,29661,37029,37966,37966,2672,155,7.6,37966
20319,San Pedro Mixtepec -Dto. 26 -,933,954,954,1,0,4.9,954,965,981,981,2,0,5.4,981
20320,San Pedro Molinos,655,671,671,17,0,5.8,671,640,654,654,22,0,5.9,654
20321,San Pedro Nopala,719,741,741,0,0,4.3,741,731,747,747,1,0,4.9,747
20322,San Pedro Ocopetatillo,743,764,764,2,0,3.3,764,769,789,789,5,2,3.8,789
20323,San Pedro Ocotepec,1893,1952,1952,2,0,4.8,1952,1839,1885,1885,11,0,5.5,1885
20324,San Pedro Pochutla,33434,34435,34435,946,29,5.9,34435,38166,39133,39133,1389,66,6.4,39133
20325,San Pedro Quiatoni,8381,8620,8620,16,0,4,8620,9183,9412,9412,34,2,4.6,9412
20326,San Pedro Sochiápam,3757,3915,3915,8,0,4.1,3915,4197,4334,4334,20,0,4.7,4334
20327,San Pedro Tapanatepec,11976,12266,12266,442,7,5.6,12266,12425,12693,12693,559,40,6.2,12693
20328,San Pedro Taviche,916,950,950,0,0,4.1,950,1010,1036,1036,1,0,4.9,1036
20329,San Pedro Teozacoalco,1153,1181,1181,5,0,5.4,1181,1176,1198,1198,10,0,5.8,1198
20330,San Pedro Teutila,3584,3687,3687,17,1,4.6,3687,3709,3799,3799,28,2,5.3,3799
20331,San Pedro Tidaá,579,587,587,7,0,4.8,587,809,824,824,5,0,4.8,824
20332,San Pedro Topiltepec,325,332,332,3,1,5,332,361,370,370,6,1,5.5,370
20333,San Pedro Totolápam,2381,2426,2426,44,1,5.8,2426,2347,2398,2398,56,2,6.3,2398
20334,Villa de Tututepec de Melchor Ocampo,35549,36478,36478,987,32,5.4,36478,38737,39606,39606,1083,77,6,39606
20335,San Pedro Yaneri,795,817,817,1,0,4.8,817,853,880,880,5,0,5.5,880
20336,San Pedro Yólox,2493,2550,2550,12,0,5.3,2550,2040,2076,2076,22,2,5.2,2076
20337,San Pedro y San Pablo Ayutla,3810,3894,3894,67,0,4,3894,4862,4982,4982,106,2,4.5,4982
20338,Villa de Etla,6767,6894,6894,856,18,8.8,6894,8221,8400,8400,1173,72,9.3,8400
20339,San Pedro y San Pablo Teposcolula,3259,3326,3326,207,10,7.1,3326,3512,3565,3565,328,10,7.9,3565
20340,San Pedro y San Pablo Tequixtepec,1568,1588,1588,8,1,4.9,1588,1702,1740,1740,23,3,5.8,1740
20341,San Pedro Yucunama,213,221,221,2,2,5.3,221,205,209,209,3,0,6.3,209
20342,San Raymundo Jalpan,1585,1619,1619,128,3,7.7,1619,1834,1865,1865,159,4,8.2,1865
20343,San Sebastián Abasolo,1386,1411,1411,24,0,6.4,1411,1611,1647,1647,44,0,6.7,1647
20344,San Sebastián Coatlán,2157,2222,2222,4,0,4.8,2222,2296,2346,2346,7,0,5.3,2346
20345,San Sebastián Ixcapa,2964,3049,3049,93,2,5.8,3049,3550,3627,3627,171,14,6.5,3627
20346,San Sebastián Nicananduta,1228,1251,1251,3,1,4.6,1251,1275,1298,1298,9,1,5.1,1298
20347,San Sebastián Río Hondo,2626,2705,2705,3,0,4.9,2705,3198,3277,3277,20,0,5.7,3277
20348,San Sebastián Tecomaxtlahuaca,6039,6178,6178,85,3,4.4,6178,7319,7475,7475,157,11,5.1,7475
20349,San Sebastián Teitipac,1762,1799,1799,20,0,5.1,1799,1761,1801,1801,40,4,5.7,1801
20350,San Sebastián Tutla,13910,14159,14159,3278,161,11.4,14159,14553,14753,14753,4214,285,11.8,14753
20351,San Simón Almolongas,1616,1652,1652,9,0,3.9,1652,2313,2369,2369,15,1,4.3,2369
20352,San Simón Zahuatlán,1963,2052,2052,1,0,2.4,2052,3071,3195,3195,0,0,3,3195
20353,Santa Ana,1481,1521,1521,6,0,4.2,1521,1693,1732,1732,4,0,5.1,1732
20354,Santa Ana Ateixtlahuaca,455,466,466,0,0,3.3,466,458,470,470,1,0,3.6,470
20355,Santa Ana Cuauhtémoc,704,717,717,2,0,3.8,717,669,682,682,10,0,4.6,682
20356,Santa Ana del Valle,1785,1817,1817,22,1,5.2,1817,1815,1837,1837,26,1,5.6,1837
20357,Santa Ana Tavela,920,937,937,6,0,5.3,937,846,863,863,27,0,5.8,863
20358,Santa Ana Tlapacoyan,1529,1553,1553,33,0,4.6,1553,1653,1692,1692,41,1,5.2,1692
20359,Santa Ana Yareni,858,869,869,0,0,4.2,869,759,770,770,1,0,4.7,770
20360,Santa Ana Zegache,2877,2939,2939,20,0,5.2,2939,3220,3281,3281,43,2,5.8,3281
20361,Santa Catalina Quierí,877,901,901,3,0,4.2,901,810,836,836,0,1,4.7,836
20362,Santa Catarina Cuixtla,1144,1154,1154,16,0,4.8,1154,1280,1301,1301,16,0,5.4,1301
20363,Santa Catarina Ixtepeji,2204,2249,2249,27,3,6,2249,2386,2430,2430,46,3,6.6,2430
20364,Santa Catarina Juquila,12217,12568,12568,161,10,4.8,12568,12632,12990,12990,285,15,5.6,12990
20365,Santa Catarina Lachatao,1009,1022,1022,7,0,6.3,1022,1171,1193,1193,27,2,7,1193
20366,Santa Catarina Loxicha,3509,3620,3620,12,0,4.6,3620,3377,3488,3488,14,0,5.1,3488
20367,Santa Catarina Mechoacán,3851,3951,3951,30,0,4.7,3951,4054,4136,4136,62,2,5.5,4136
20368,Santa Catarina Minas,1489,1529,1529,29,2,5.1,1529,1622,1652,1652,37,2,5.8,1652
20369,Santa Catarina Quiané,1403,1433,1433,42,1,5.7,1433,1668,1693,1693,82,2,6.5,1693
20370,Santa Catarina Tayata,513,518,518,19,1,7,518,597,620,620,28,0,7.4,620
20371,Santa Catarina Ticuá,832,846,846,26,0,5.4,846,880,893,893,30,1,5.7,893
20372,Santa Catarina Yosonotú,1719,1749,1749,17,0,4.9,1749,1735,1760,1760,29,0,5.3,1760
20373,Santa Catarina Zapoquila,363,368,368,0,0,4.7,368,400,414,414,1,0,4.9,414
20374,Santa Cruz Acatepec,1059,1092,1092,11,0,4.3,1092,1238,1269,1269,13,0,4.8,1269
20375,Santa Cruz Amilpas,7462,7600,7600,1099,42,9.6,7600,8873,9045,9045,1508,76,9.9,9045
20376,Santa Cruz de Bravo,334,341,341,5,0,4.8,341,320,326,326,7,0,5,326
20377,Santa Cruz Itundujia,8872,9128,9128,83,2,5.3,9128,9438,9699,9699,185,4,6.1,9699
20378,Santa Cruz Mixtepec,2569,2638,2638,54,0,5.3,2638,3141,3228,3228,59,1,6.1,3228
20379,Santa Cruz Nundaco,2339,2399,2399,8,0,5.3,2399,2552,2638,2638,50,0,6,2638
20380,Santa Cruz Papalutla,1703,1739,1739,15,2,5.6,1739,1756,1789,1789,27,0,6.1,1789
20381,Santa Cruz Tacache de Mina,2150,2215,2215,41,0,5.2,2215,2275,2322,2322,35,2,5.6,2322
20382,Santa Cruz Tacahua,993,1019,1019,3,1,5.3,1019,1029,1052,1052,2,0,5.7,1052
20383,Santa Cruz Tayata,492,504,504,7,1,6,504,538,549,549,13,0,6.7,549
20384,Santa Cruz Xitla,3315,3440,3440,12,0,3.7,3440,3892,4006,4006,16,2,4.3,4006
20385,Santa Cruz Xoxocotlán,55569,56918,56918,8548,383,9.2,56918,67835,69438,69438,11622,756,9.7,69438
20386,Santa Cruz Zenzontepec,13822,14332,14332,37,2,3.7,14332,15069,15538,15538,67,3,4.3,15538
20387,Santa Gertrudis,2362,2402,2402,80,2,5.3,2402,2553,2611,2611,124,3,6.3,2611
20388,Santa Inés del Monte,1916,1972,1972,3,0,4.4,1972,2118,2196,2196,6,0,4.9,2196
20389,Santa Inés Yatzeche,896,922,922,7,0,3.3,922,872,881,881,15,0,4.1,881
20390,Santa Lucía del Camino,38588,39313,39313,7521,293,9.9,39313,41924,42762,42762,9122,617,10.4,42762
20391,Santa Lucía Miahuatlán,2510,2592,2592,1,0,2.9,2592,2786,2874,2874,2,0,3.5,2874
20392,Santa Lucía Monteverde,5567,5725,5725,28,2,4.6,5725,5856,6031,6031,39,1,5.3,6031
20393,Santa Lucía Ocotlán,3165,3236,3236,11,0,4.2,3236,3142,3224,3224,19,0,4.6,3224
20394,Santa María Alotepec,2239,2289,2289,33,0,5.4,2289,2474,2534,2534,27,1,6,2534
20395,Santa María Apazco,1444,1478,1478,3,0,3.8,1478,1713,1743,1743,4,1,3.9,1743
20396,Santa María la Asunción,2793,2868,2868,10,0,2.2,2868,2873,2936,2936,8,2,2.8,2936
20397,Heroica Ciudad de Tlaxiaco,29399,30140,30140,2473,71,7.8,30140,33572,34394,34394,3530,135,8.4,34394
20398,Ayoquezco de Aldama,3913,3992,3992,95,1,4.7,3992,3876,3972,3972,120,8,5.1,3972
20399,Santa María Atzompa,17122,17522,17522,1391,24,7.8,17522,23843,24399,24399,3233,131,9,24399
20400,Santa María Camotlán,1225,1240,1240,15,1,5.2,1240,1460,1481,1481,22,0,5.9,1481
20401,Santa María Colotepec,16597,17015,17015,451,18,6.3,17015,19580,20091,20091,773,42,6.9,20091
20402,Santa María Cortijo,865,885,885,41,0,6,885,933,961,961,50,2,6.5,961
20403,Santa María Coyotepec,1792,1834,1834,142,7,7.8,1834,2412,2464,2464,248,7,8.3,2464
20404,Santa María Chachoápam,657,677,677,4,0,2.6,677,696,712,712,16,2,6.5,712
20405,Villa de Chilapa de Díaz,1475,1510,1510,29,0,4.9,1510,1696,1729,1729,44,0,5.5,1729
20406,Santa María Chilchotla,17180,17707,17707,77,2,3.6,17707,17889,18404,18404,90,4,4.1,18404
20407,Santa María Chimalapa,7277,7498,7498,33,0,4,7498,6322,6476,6476,66,5,4.8,6476
20408,Santa María del Rosario,393,398,398,7,0,6.3,398,412,423,423,4,1,6.6,423
20409,Santa María del Tule,6953,7065,7065,1470,49,10.2,7065,7352,7492,7492,1671,96,10.6,7492
20410,Santa María Ecatepec,3113,3207,3207,14,1,5.5,3207,2994,3064,3064,38,4,6.3,3064
20411,Santa María Guelacé,619,636,636,19,0,6.5,636,720,734,734,30,1,7.2,734
20412,Santa María Guienagati,2479,2565,2565,18,0,4.4,2565,2841,2905,2905,25,0,5.2,2905
20413,Santa María Huatulco,27905,28721,28721,1748,123,7.3,28721,33099,33942,33942,2571,216,7.9,33942
20414,Santa María Huazolotitlán,9045,9256,9256,218,9,5.3,9256,9558,9782,9782,286,15,6,9782
20415,Santa María Ipalapa,3682,3794,3794,53,2,4.5,3794,4238,4340,4340,77,3,5.3,4340
20416,Santa María Ixcatlán,523,530,530,0,0,4.5,530,476,490,490,0,2,5.1,490
20417,Santa María Jacatepec,7773,7999,7999,103,2,5.1,7999,8180,8387,8387,201,6,5.8,8387
20418,Santa María Jalapa del Marqués,9862,10110,10110,580,17,7,10110,10627,10829,10829,906,40,7.5,10829
20419,Santa María Jaltianguis,516,530,530,10,0,6.7,530,508,522,522,12,0,7,522
20420,Santa María Lachixío,1262,1290,1290,3,1,4.4,1290,1439,1484,1484,8,0,5.5,1484
20421,Santa María Mixtequilla,3810,3875,3875,197,8,6.6,3875,3978,4052,4052,312,9,7.4,4052
20422,Santa María Nativitas,539,552,552,14,0,5.7,552,613,627,627,22,0,6.5,627
20423,Santa María Nduayaco,510,521,521,3,0,4.7,521,507,514,514,4,0,5.1,514
20424,Santa María Ozolotepec,3370,3472,3472,4,0,4.3,3472,3441,3560,3560,14,0,4.8,3560
20425,Santa María Pápalo,1787,1832,1832,3,0,4.6,1832,1940,1995,1995,2,0,5.3,1995
20426,Santa María Peñoles,6282,6516,6516,15,0,4.6,6516,6577,6803,6803,17,2,5.2,6803
